Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Cancelled_Rides_by_Customer,Reason_for_cancelling_by_Customer,Cancelled_Rides_by_Driver,Reason_for_cancelling_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Ride_Distance,Driver_Ratings,Customer_Rating
10-02-2025,18:00:00,BK100184,Cancelled by Customer,CUST2184,eBike,Location 33,Location 42,,,1,Driver asked to cancel,0,,0,,,,,
11-02-2025,21:00:00,BK100185,Successful,CUST2185,Bike,Location 22,Location 48,4.6,14.4,0,,0,,0,,164.41,17.3,4.1,4.2
04-02-2025,01:00:00,BK100186,Successful,CUST2186,Prime Sedan,Location 25,Location 3,4,13.3,0,,0,,0,,133.89,12.5,3.8,4.7
21-02-2025,14:00:00,BK100187,Successful,CUST2187,Prime Sedan,Location 26,Location 16,9,7.3,0,,0,,0,,196.49,20.1,4.3,3.9
25-02-2025,10:00:00,BK100188,Cancelled by Customer,CUST2188,eBike,Location 10,Location 24,,,1,AC is not working,0,,0,,,,,
05-02-2025,00:00:00,BK100189,Successful,CUST2189,Prime Sedan,Location 46,Location 10,6.1,11.2,0,,0,,0,,187.11,15,4.8,4.6
05-02-2025,18:00:00,BK100190,Cancelled by Customer,CUST2190,Bike,Location 41,Location 15,,,1,AC is not working,0,,0,,,,,
03-02-2025,13:00:00,BK100191,Successful,CUST2191,Bike,Location 12,Location 26,9.6,10,0,,0,,0,,32.33,4,4.8,3.2
11-02-2025,22:00:00,BK100192,Successful,CUST2192,Prime Sedan,Location 16,Location 38,2.2,8.3,0,,0,,0,,152.18,16.2,3.9,4.4
15-02-2025,06:00:00,BK100193,Incomplete,CUST2193,Prime Sedan,Location 21,Location 18,,,0,,0,,1,Vehicle Breakdown,,,,
01-02-2025,14:00:00,BK100194,Cancelled by Customer,CUST2194,Prime Plus,Location 17,Location 21,,,1,Wrong Address,0,,0,,,,,
10-02-2025,04:00:00,BK100195,Successful,CUST2195,Prime Plus,Location 46,Location 44,9,7.3,0,,0,,0,,222.31,16.7,4.3,3.6
08-02-2025,10:00:00,BK100196,Successful,CUST2196,Bike,Location 16,Location 3,2.6,6.2,0,,0,,0,,195.02,24.1,4.9,3.6
06-02-2025,07:00:00,BK100197,Incomplete,CUST2197,Prime Plus,Location 30,Location 29,,,0,,0,,1,Customer Demand,,,,
10-02-2025,01:00:00,BK100198,Successful,CUST2198,Bike,Location 32,Location 3,9,8.2,0,,0,,0,,290.41,20.7,4.7,4.4
21-02-2025,23:00:00,BK100199,Successful,CUST2199,Auto,Location 42,Location 38,7.5,14.9,0,,0,,0,,271.97,22.5,3.9,3.8
26-02-2025,06:00:00,BK100200,Successful,CUST2200,Auto,Location 25,Location 40,3.9,8.8,0,,0,,0,,120.25,15,3.8,3
22-02-2025,11:00:00,BK100201,Cancelled by Customer,CUST2201,Mini,Location 25,Location 2,,,1,Driver is not moving towards pickup location,0,,0,,,,,
22-02-2025,15:00:00,BK100202,Successful,CUST2202,Prime Plus,Location 44,Location 1,9.1,6.7,0,,0,,0,,70.17,5.9,4.9,4.8
04-02-2025,05:00:00,BK100203,Successful,CUST2203,Mini,Location 24,Location 22,5.8,11,0,,0,,0,,198.85,20.6,3,4.5
23-02-2025,02:00:00,BK100204,Cancelled by Driver,CUST2204,Prime Plus,Location 6,Location 18,,,0,,1,More than permitted people in there,0,,,,,
24-02-2025,20:00:00,BK100205,Successful,CUST2205,Bike,Location 9,Location 2,3.3,5.5,0,,0,,0,,189.18,13.7,4.7,5
20-02-2025,11:00:00,BK100206,Incomplete,CUST2206,Auto,Location 7,Location 42,,,0,,0,,1,Other Issue,,,,
10-02-2025,12:00:00,BK100207,Cancelled by Customer,CUST2207,Prime Plus,Location 24,Location 30,,,1,Driver is not moving towards pickup location,0,,0,,,,,
05-02-2025,06:00:00,BK100208,Successful,CUST2208,Mini,Location 32,Location 33,5.9,10.6,0,,0,,0,,172.52,11.7,4.4,4.5
23-02-2025,04:00:00,BK100209,Successful,CUST2209,Mini,Location 45,Location 26,3.2,9.6,0,,0,,0,,264.51,20,3.5,4.7
26-02-2025,18:00:00,BK100210,Cancelled by Customer,CUST2210,Mini,Location 41,Location 21,,,1,Wrong Address,0,,0,,,,,
10-02-2025,19:00:00,BK100211,Successful,CUST2211,Bike,Location 23,Location 11,8.1,5.1,0,,0,,0,,62.95,4.9,3.3,3.8
13-02-2025,07:00:00,BK100212,Cancelled by Driver,CUST2212,eBike,Location 48,Location 45,,,0,,1,More than permitted people in there,0,,,,,
16-02-2025,17:00:00,BK100213,Successful,CUST2213,eBike,Location 7,Location 40,3.2,8.8,0,,0,,0,,94.84,8.3,3.8,4.8
07-02-2025,10:00:00,BK100214,Successful,CUST2214,Auto,Location 37,Location 28,2.8,14.4,0,,0,,0,,65.97,4.7,3.8,3.8
25-02-2025,23:00:00,BK100215,Successful,CUST2215,eBike,Location 42,Location 19,8.3,14.7,0,,0,,0,,194.76,20.1,4.9,3.9
12-02-2025,15:00:00,BK100216,Cancelled by Customer,CUST2216,Mini,Location 22,Location 11,,,1,Change of plans,0,,0,,,,,
02-02-2025,16:00:00,BK100217,Cancelled by Driver,CUST2217,Mini,Location 13,Location 9,,,0,,1,Customer related issue,0,,,,,
22-02-2025,07:00:00,BK100218,Successful,CUST2218,Prime Sedan,Location 23,Location 37,3.6,5.4,0,,0,,0,,73.66,7.2,4.2,3.9
04-02-2025,03:00:00,BK100219,Cancelled by Customer,CUST2219,Bike,Location 3,Location 25,,,1,Wrong Address,0,,0,,,,,
02-02-2025,09:00:00,BK100220,Successful,CUST2220,eBike,Location 11,Location 20,5.7,11,0,,0,,0,,275.6,23.4,4.7,3.9
16-02-2025,05:00:00,BK100221,Successful,CUST2221,Auto,Location 10,Location 10,5.7,11.3,0,,0,,0,,187.49,12.7,4.4,3.1
04-02-2025,07:00:00,BK100222,Cancelled by Driver,CUST2222,Mini,Location 2,Location 14,,,0,,1,Customer related issue,0,,,,,
17-02-2025,19:00:00,BK100223,Cancelled by Customer,CUST2223,Prime Sedan,Location 16,Location 5,,,1,Wrong Address,0,,0,,,,,
04-02-2025,08:00:00,BK100224,Successful,CUST2224,Bike,Location 32,Location 14,7.3,7.2,0,,0,,0,,42.19,3.9,4.5,4.8
09-02-2025,16:00:00,BK100225,Successful,CUST2225,Mini,Location 22,Location 48,8,10.6,0,,0,,0,,66.59,5,4.5,4.8
21-02-2025,10:00:00,BK100226,Cancelled by Customer,CUST2226,eBike,Location 10,Location 49,,,1,Driver asked to cancel,0,,0,,,,,
11-02-2025,02:00:00,BK100227,Cancelled by Customer,CUST2227,Prime Sedan,Location 28,Location 14,,,1,Driver asked to cancel,0,,0,,,,,
23-02-2025,04:00:00,BK100228,Cancelled by Customer,CUST2228,Bike,Location 7,Location 39,,,1,Driver is not moving towards pickup location,0,,0,,,,,
02-02-2025,09:00:00,BK100229,Incomplete,CUST2229,Bike,Location 13,Location 27,,,0,,0,,1,Customer Demand,,,,
23-02-2025,22:00:00,BK100230,Successful,CUST2230,eBike,Location 8,Location 15,9.5,5.8,0,,0,,0,,211.58,21.2,4.5,4.5
04-02-2025,08:00:00,BK100231,Successful,CUST2231,Prime Sedan,Location 2,Location 44,2.7,13.2,0,,0,,0,,267.99,20.6,3.7,3.2
06-02-2025,15:00:00,BK100232,Successful,CUST2232,Prime Plus,Location 30,Location 44,8.1,12.9,0,,0,,0,,161.23,11.2,4.8,4
20-02-2025,22:00:00,BK100233,Successful,CUST2233,Prime Sedan,Location 14,Location 45,7,6.2,0,,0,,0,,140.35,12.4,3.1,3.1
20-02-2025,15:00:00,BK100234,Cancelled by Customer,CUST2234,Prime Plus,Location 49,Location 41,,,1,AC is not working,0,,0,,,,,
27-02-2025,08:00:00,BK100235,Successful,CUST2235,Prime Plus,Location 37,Location 40,3.7,5.2,0,,0,,0,,64.41,5.6,4,3.6
04-02-2025,11:00:00,BK100236,Cancelled by Customer,CUST2236,Bike,Location 9,Location 14,,,1,Driver asked to cancel,0,,0,,,,,
10-02-2025,18:00:00,BK100237,Successful,CUST2237,Bike,Location 33,Location 23,4.5,13.2,0,,0,,0,,206.65,21.8,3.8,4
11-02-2025,10:00:00,BK100238,Cancelled by Customer,CUST2238,eBike,Location 47,Location 12,,,1,Wrong Address,0,,0,,,,,
15-02-2025,23:00:00,BK100239,Cancelled by Customer,CUST2239,Prime Sedan,Location 5,Location 1,,,1,Driver is not moving towards pickup location,0,,0,,,,,
08-02-2025,20:00:00,BK100240,Successful,CUST2240,Prime Sedan,Location 1,Location 47,4.4,7.6,0,,0,,0,,121.6,14.3,3.7,4.4
12-02-2025,06:00:00,BK100241,Successful,CUST2241,eBike,Location 32,Location 45,6,13.3,0,,0,,0,,71.17,5.1,3.2,4.4
17-02-2025,10:00:00,BK100242,Successful,CUST2242,Auto,Location 31,Location 6,9.7,6.7,0,,0,,0,,68.15,7.2,4.7,4.4
02-02-2025,00:00:00,BK100243,Successful,CUST2243,Mini,Location 50,Location 19,2.2,13.7,0,,0,,0,,200.08,19.5,4.4,3.2
10-02-2025,20:00:00,BK100244,Cancelled by Driver,CUST2244,Mini,Location 18,Location 34,,,0,,1,Personal & Car related issues,0,,,,,
01-02-2025,00:00:00,BK100245,Successful,CUST2245,Auto,Location 9,Location 41,9.5,5,0,,0,,0,,84.59,10.4,4.9,4.6
18-02-2025,16:00:00,BK100246,Successful,CUST2246,Mini,Location 18,Location 24,6.2,6,0,,0,,0,,183.11,20.3,3.6,3.9
04-02-2025,09:00:00,BK100247,Cancelled by Customer,CUST2247,Bike,Location 30,Location 3,,,1,Change of plans,0,,0,,,,,
01-02-2025,05:00:00,BK100248,Incomplete,CUST2248,eBike,Location 47,Location 19,,,0,,0,,1,Other Issue,,,,
16-02-2025,01:00:00,BK100249,Successful,CUST2249,eBike,Location 34,Location 1,4.7,11.8,0,,0,,0,,212.73,15.6,3.7,3.7
01-02-2025,12:00:00,BK100250,Successful,CUST2250,Auto,Location 34,Location 41,7.5,6.5,0,,0,,0,,21.45,2.1,4.2,4.5
11-02-2025,15:00:00,BK100251,Successful,CUST2251,Auto,Location 6,Location 1,7.5,8.6,0,,0,,0,,95.14,7,4.1,3.5
10-02-2025,11:00:00,BK100252,Cancelled by Customer,CUST2252,eBike,Location 6,Location 21,,,1,Driver is not moving towards pickup location,0,,0,,,,,
14-02-2025,17:00:00,BK100253,Successful,CUST2253,Mini,Location 47,Location 39,7,15,0,,0,,0,,260.48,17.9,3.9,4.8
03-02-2025,04:00:00,BK100254,Cancelled by Customer,CUST2254,eBike,Location 9,Location 10,,,1,AC is not working,0,,0,,,,,
10-02-2025,23:00:00,BK100255,Successful,CUST2255,Mini,Location 2,Location 47,9.2,14,0,,0,,0,,63.41,4.9,4.3,3.6
16-02-2025,09:00:00,BK100256,Cancelled by Customer,CUST2256,Prime Sedan,Location 20,Location 15,,,1,Driver asked to cancel,0,,0,,,,,
05-02-2025,12:00:00,BK100257,Successful,CUST2257,Mini,Location 48,Location 43,7.9,14.6,0,,0,,0,,329.81,24.1,4.4,4.4
24-02-2025,19:00:00,BK100258,Successful,CUST2258,Bike,Location 14,Location 13,3.2,11.4,0,,0,,0,,214.13,15.6,3.3,4.8
19-02-2025,21:00:00,BK100259,Successful,CUST2259,Prime Plus,Location 36,Location 3,2.9,10.8,0,,0,,0,,87.83,8.4,4,4.6
27-02-2025,18:00:00,BK100260,Cancelled by Customer,CUST2260,Bike,Location 20,Location 31,,,1,Driver asked to cancel,0,,0,,,,,
26-02-2025,06:00:00,BK100261,Incomplete,CUST2261,eBike,Location 29,Location 44,,,0,,0,,1,Customer Demand,,,,
02-02-2025,20:00:00,BK100262,Cancelled by Driver,CUST2262,Auto,Location 13,Location 19,,,0,,1,More than permitted people in there,0,,,,,
11-02-2025,23:00:00,BK100263,Successful,CUST2263,Prime Plus,Location 20,Location 3,3.7,14.8,0,,0,,0,,31.16,3.8,4.3,3.1
17-02-2025,00:00:00,BK100264,Successful,CUST2264,Auto,Location 16,Location 15,6.7,13.2,0,,0,,0,,109.77,11.8,3.7,3
15-02-2025,16:00:00,BK100265,Successful,CUST2265,Auto,Location 32,Location 28,5.4,10.8,0,,0,,0,,144.94,10.7,4,4.6
01-02-2025,03:00:00,BK100266,Cancelled by Customer,CUST2266,Auto,Location 20,Location 12,,,1,Driver asked to cancel,0,,0,,,,,
19-02-2025,05:00:00,BK100267,Cancelled by Driver,CUST2267,eBike,Location 47,Location 35,,,0,,1,Personal & Car related issues,0,,,,,
14-02-2025,03:00:00,BK100268,Successful,CUST2268,eBike,Location 23,Location 37,9.4,11.3,0,,0,,0,,251.94,19.5,4.5,3.5
24-02-2025,16:00:00,BK100269,Cancelled by Customer,CUST2269,eBike,Location 3,Location 32,,,1,Wrong Address,0,,0,,,,,
22-02-2025,11:00:00,BK100270,Cancelled by Driver,CUST2270,Prime Plus,Location 8,Location 25,,,0,,1,Customer related issue,0,,,,,
03-02-2025,10:00:00,BK100271,Successful,CUST2271,Prime Plus,Location 6,Location 24,7.3,9.7,0,,0,,0,,296.89,21.6,4.1,3.9
26-02-2025,10:00:00,BK100272,Successful,CUST2272,Auto,Location 20,Location 28,6.8,8.7,0,,0,,0,,196.99,18.5,4.3,3.7
05-02-2025,05:00:00,BK100273,Successful,CUST2273,Prime Sedan,Location 30,Location 15,9,13,0,,0,,0,,88.58,9.2,5,4.9
22-02-2025,06:00:00,BK100274,Successful,CUST2274,Auto,Location 50,Location 18,8.2,10.7,0,,0,,0,,53.44,4.6,3,4.3
26-02-2025,17:00:00,BK100275,Successful,CUST2275,eBike,Location 37,Location 2,9.9,7.5,0,,0,,0,,272.81,19.5,3.8,4.4
18-02-2025,03:00:00,BK100276,Successful,CUST2276,Prime Sedan,Location 28,Location 6,6.1,9.6,0,,0,,0,,217.87,21.9,4,3.3
27-02-2025,11:00:00,BK100277,Incomplete,CUST2277,Auto,Location 39,Location 39,,,0,,0,,1,Vehicle Breakdown,,,,
11-02-2025,21:00:00,BK100278,Successful,CUST2278,Auto,Location 23,Location 48,8.7,14.5,0,,0,,0,,212.29,19.8,3.8,3.9
17-02-2025,21:00:00,BK100279,Cancelled by Customer,CUST2279,Auto,Location 39,Location 4,,,1,Driver asked to cancel,0,,0,,,,,
24-02-2025,07:00:00,BK100280,Successful,CUST2280,Prime Sedan,Location 30,Location 8,8.5,9.5,0,,0,,0,,81.98,6.8,3.1,3.7
05-02-2025,18:00:00,BK100281,Cancelled by Customer,CUST2281,Mini,Location 26,Location 26,,,1,Driver asked to cancel,0,,0,,,,,
19-02-2025,00:00:00,BK100282,Cancelled by Customer,CUST2282,eBike,Location 6,Location 4,,,1,Driver asked to cancel,0,,0,,,,,
18-02-2025,06:00:00,BK100283,Successful,CUST2283,Prime Sedan,Location 21,Location 30,3.5,9.2,0,,0,,0,,64.51,4.9,3.2,4.7
10-02-2025,05:00:00,BK100284,Cancelled by Driver,CUST2284,eBike,Location 43,Location 2,,,0,,1,Customer related issue,0,,,,,
04-02-2025,19:00:00,BK100285,Successful,CUST2285,Prime Sedan,Location 46,Location 21,8.4,11,0,,0,,0,,182.12,19,3.6,4
26-02-2025,14:00:00,BK100286,Successful,CUST2286,Mini,Location 1,Location 20,3.9,7.9,0,,0,,0,,208.28,19.3,3.2,4.2
08-02-2025,03:00:00,BK100287,Cancelled by Driver,CUST2287,eBike,Location 11,Location 12,,,0,,1,Customer related issue,0,,,,,
24-02-2025,00:00:00,BK100288,Cancelled by Driver,CUST2288,eBike,Location 6,Location 27,,,0,,1,Customer related issue,0,,,,,
15-02-2025,13:00:00,BK100289,Cancelled by Customer,CUST2289,eBike,Location 14,Location 19,,,1,Driver is not moving towards pickup location,0,,0,,,,,
12-02-2025,00:00:00,BK100290,Successful,CUST2290,Auto,Location 7,Location 16,3.2,11.5,0,,0,,0,,237.84,23.4,3.9,4.8
16-02-2025,07:00:00,BK100291,Successful,CUST2291,Auto,Location 34,Location 4,9.3,14.2,0,,0,,0,,209.54,15.7,3.1,4.8
22-02-2025,22:00:00,BK100292,Cancelled by Customer,CUST2292,Mini,Location 35,Location 26,,,1,Driver asked to cancel,0,,0,,,,,
25-02-2025,22:00:00,BK100293,Successful,CUST2293,Mini,Location 11,Location 15,4.2,9,0,,0,,0,,172.02,16.9,3.4,3.2
03-02-2025,02:00:00,BK100294,Successful,CUST2294,eBike,Location 39,Location 4,5,6.3,0,,0,,0,,157.04,11,4,4.6
03-02-2025,08:00:00,BK100295,Incomplete,CUST2295,Prime Plus,Location 17,Location 25,,,0,,0,,1,Vehicle Breakdown,,,,
06-02-2025,06:00:00,BK100296,Successful,CUST2296,Prime Plus,Location 47,Location 44,4.3,7.7,0,,0,,0,,80.24,8.2,4.7,4.1
10-02-2025,22:00:00,BK100297,Successful,CUST2297,Bike,Location 45,Location 48,9.4,14.9,0,,0,,0,,233.38,19.9,5,3.3
27-02-2025,06:00:00,BK100298,Cancelled by Customer,CUST2298,Auto,Location 42,Location 22,,,1,Wrong Address,0,,0,,,,,
06-02-2025,08:00:00,BK100299,Successful,CUST2299,Auto,Location 31,Location 39,3.8,5.2,0,,0,,0,,203.05,23.7,3.6,3.4
16-02-2025,13:00:00,BK100300,Successful,CUST2300,Mini,Location 6,Location 9,5.6,12.1,0,,0,,0,,69.41,6.5,4.5,4.4
06-02-2025,20:00:00,BK100301,Successful,CUST2301,Auto,Location 5,Location 13,3.7,7.4,0,,0,,0,,106.53,7.4,3.8,4.9
17-02-2025,07:00:00,BK100302,Cancelled by Driver,CUST2302,Auto,Location 36,Location 10,,,0,,1,Personal & Car related issues,0,,,,,
26-02-2025,00:00:00,BK100303,Successful,CUST2303,Bike,Location 29,Location 27,8.7,12.1,0,,0,,0,,229.7,17.7,3.6,4.8
12-02-2025,08:00:00,BK100304,Successful,CUST2304,Prime Sedan,Location 47,Location 21,9.8,6.5,0,,0,,0,,160.88,19,3,3.7
27-02-2025,04:00:00,BK100305,Successful,CUST2305,eBike,Location 43,Location 32,7.2,10.1,0,,0,,0,,65.35,6.7,4,4.9
11-02-2025,16:00:00,BK100306,Successful,CUST2306,Mini,Location 27,Location 43,5,12.5,0,,0,,0,,302.36,22.9,3.3,3.4
10-02-2025,21:00:00,BK100307,Successful,CUST2307,Mini,Location 26,Location 5,2.4,14.2,0,,0,,0,,157.66,18.3,4.5,3.7
24-02-2025,10:00:00,BK100308,Cancelled by Customer,CUST2308,Prime Plus,Location 22,Location 49,,,1,AC is not working,0,,0,,,,,
04-02-2025,22:00:00,BK100309,Cancelled by Driver,CUST2309,Prime Sedan,Location 46,Location 5,,,0,,1,More than permitted people in there,0,,,,,
12-02-2025,20:00:00,BK100310,Successful,CUST2310,Mini,Location 28,Location 18,9.3,7.4,0,,0,,0,,51.9,4.6,3.2,4.9
08-02-2025,16:00:00,BK100311,Successful,CUST2311,Auto,Location 40,Location 41,6.4,8,0,,0,,0,,195.35,17.3,3.6,4.6
21-02-2025,17:00:00,BK100312,Successful,CUST2312,Prime Sedan,Location 19,Location 28,8.6,9,0,,0,,0,,184.83,14.4,4.4,4.9
14-02-2025,08:00:00,BK100313,Cancelled by Customer,CUST2313,Mini,Location 10,Location 40,,,1,Change of plans,0,,0,,,,,
25-02-2025,18:00:00,BK100314,Successful,CUST2314,eBike,Location 14,Location 33,7.2,7.2,0,,0,,0,,112.72,9.9,3.2,3.5
26-02-2025,18:00:00,BK100315,Successful,CUST2315,Mini,Location 23,Location 41,2.5,12.2,0,,0,,0,,143.53,11.7,4.3,4.5
02-02-2025,19:00:00,BK100316,Successful,CUST2316,eBike,Location 24,Location 4,4.3,15,0,,0,,0,,48.41,4.4,3.8,3.1
23-02-2025,03:00:00,BK100317,Successful,CUST2317,Prime Sedan,Location 20,Location 23,5,6,0,,0,,0,,168.13,16.4,4.1,5
19-02-2025,16:00:00,BK100318,Cancelled by Customer,CUST2318,Prime Plus,Location 32,Location 32,,,1,Wrong Address,0,,0,,,,,
03-02-2025,18:00:00,BK100319,Successful,CUST2319,eBike,Location 49,Location 32,7.6,7.7,0,,0,,0,,50.98,5.2,3.3,4.8
14-02-2025,19:00:00,BK100320,Successful,CUST2320,eBike,Location 16,Location 15,7.9,8.8,0,,0,,0,,131.9,14.1,4,4.9
14-02-2025,08:00:00,BK100321,Incomplete,CUST2321,Bike,Location 36,Location 38,,,0,,0,,1,Customer Demand,,,,
08-02-2025,10:00:00,BK100322,Successful,CUST2322,Mini,Location 48,Location 31,9.5,8.4,0,,0,,0,,189.82,22.6,4.1,4.4
13-02-2025,09:00:00,BK100323,Successful,CUST2323,Prime Sedan,Location 48,Location 16,5.6,13.1,0,,0,,0,,25.77,2.3,4.2,4.4
16-02-2025,06:00:00,BK100324,Successful,CUST2324,Bike,Location 1,Location 5,5.1,8.7,0,,0,,0,,23.64,2,4.4,4.7
19-02-2025,22:00:00,BK100325,Successful,CUST2325,Prime Plus,Location 3,Location 4,8.3,10.9,0,,0,,0,,213.72,22,3.6,3.3
05-02-2025,20:00:00,BK100326,Successful,CUST2326,Bike,Location 5,Location 9,3.2,13,0,,0,,0,,184.8,19.8,4.8,3.5
12-02-2025,06:00:00,BK100327,Cancelled by Driver,CUST2327,Prime Sedan,Location 15,Location 41,,,0,,1,More than permitted people in there,0,,,,,
02-02-2025,15:00:00,BK100328,Successful,CUST2328,Prime Sedan,Location 27,Location 41,6.9,8.6,0,,0,,0,,240.27,18.1,3.4,3.8
23-02-2025,13:00:00,BK100329,Successful,CUST2329,Bike,Location 7,Location 26,9.5,8.7,0,,0,,0,,36.62,2.5,4,4
24-02-2025,15:00:00,BK100330,Successful,CUST2330,Prime Sedan,Location 3,Location 24,3.6,6.4,0,,0,,0,,54.82,3.7,4.4,3.4
17-02-2025,11:00:00,BK100331,Cancelled by Customer,CUST2331,Prime Plus,Location 43,Location 49,,,1,Wrong Address,0,,0,,,,,
11-02-2025,14:00:00,BK100332,Cancelled by Customer,CUST2332,Mini,Location 6,Location 20,,,1,AC is not working,0,,0,,,,,
05-02-2025,01:00:00,BK100333,Successful,CUST2333,Prime Plus,Location 38,Location 9,9.4,12.4,0,,0,,0,,86.71,8.2,3.8,4.9
03-02-2025,17:00:00,BK100334,Successful,CUST2334,Bike,Location 18,Location 2,4.5,13.9,0,,0,,0,,221.86,20,3.8,3
21-02-2025,15:00:00,BK100335,Incomplete,CUST2335,Bike,Location 11,Location 31,,,0,,0,,1,Vehicle Breakdown,,,,
23-02-2025,04:00:00,BK100336,Successful,CUST2336,Bike,Location 40,Location 41,5.1,14.5,0,,0,,0,,253.34,23.7,3.6,4.5
03-02-2025,10:00:00,BK100337,Cancelled by Driver,CUST2337,Prime Sedan,Location 47,Location 13,,,0,,1,The customer was coughing/sick,0,,,,,
21-02-2025,14:00:00,BK100338,Successful,CUST2338,Prime Plus,Location 10,Location 2,7.3,13.3,0,,0,,0,,148.68,13.3,5,3.2
19-02-2025,01:00:00,BK100339,Cancelled by Customer,CUST2339,Auto,Location 24,Location 2,,,1,Change of plans,0,,0,,,,,
13-02-2025,23:00:00,BK100340,Successful,CUST2340,Bike,Location 40,Location 17,5.8,12.8,0,,0,,0,,232.55,24.5,3.4,4.8
11-02-2025,01:00:00,BK100341,Cancelled by Customer,CUST2341,Prime Sedan,Location 12,Location 28,,,1,Change of plans,0,,0,,,,,
02-02-2025,03:00:00,BK100342,Cancelled by Customer,CUST2342,Prime Plus,Location 12,Location 25,,,1,Driver is not moving towards pickup location,0,,0,,,,,
13-02-2025,19:00:00,BK100343,Cancelled by Customer,CUST2343,Prime Sedan,Location 13,Location 31,,,1,Driver asked to cancel,0,,0,,,,,
19-02-2025,14:00:00,BK100344,Successful,CUST2344,Prime Sedan,Location 6,Location 14,4.6,11,0,,0,,0,,72.78,7.1,4.8,3.8
06-02-2025,05:00:00,BK100345,Successful,CUST2345,Prime Plus,Location 30,Location 30,2.3,10.6,0,,0,,0,,133.26,15.2,4.6,3.6
19-02-2025,16:00:00,BK100346,Successful,CUST2346,Bike,Location 1,Location 35,8.1,12.9,0,,0,,0,,257.16,22.4,3.3,3.5
23-02-2025,16:00:00,BK100347,Cancelled by Customer,CUST2347,Prime Sedan,Location 27,Location 42,,,1,Change of plans,0,,0,,,,,
25-02-2025,00:00:00,BK100348,Cancelled by Customer,CUST2348,Prime Sedan,Location 46,Location 14,,,1,Driver asked to cancel,0,,0,,,,,
20-02-2025,09:00:00,BK100349,Cancelled by Customer,CUST2349,Prime Sedan,Location 3,Location 28,,,1,Wrong Address,0,,0,,,,,
14-02-2025,01:00:00,BK100350,Cancelled by Driver,CUST2350,Prime Sedan,Location 43,Location 41,,,0,,1,Customer related issue,0,,,,,
04-02-2025,18:00:00,BK100351,Successful,CUST2351,Bike,Location 43,Location 42,6.8,12.3,0,,0,,0,,122.99,11.9,3.1,4.6
07-02-2025,20:00:00,BK100352,Successful,CUST2352,eBike,Location 10,Location 32,9.2,14.9,0,,0,,0,,210.53,17.9,3,4.5
25-02-2025,12:00:00,BK100353,Cancelled by Customer,CUST2353,Auto,Location 10,Location 37,,,1,Wrong Address,0,,0,,,,,
07-02-2025,13:00:00,BK100354,Successful,CUST2354,Bike,Location 27,Location 9,3.8,6.1,0,,0,,0,,181.99,14.3,4.3,4.2
10-02-2025,19:00:00,BK100355,Successful,CUST2355,Bike,Location 24,Location 18,5.2,6.2,0,,0,,0,,90.32,11,5,3.8
06-02-2025,03:00:00,BK100356,Cancelled by Driver,CUST2356,Prime Sedan,Location 29,Location 28,,,0,,1,The customer was coughing/sick,0,,,,,
24-02-2025,04:00:00,BK100357,Successful,CUST2357,Prime Sedan,Location 6,Location 48,7.3,7.8,0,,0,,0,,57.73,6.6,3.4,3.2
25-02-2025,20:00:00,BK100358,Successful,CUST2358,Prime Plus,Location 1,Location 33,3.8,8.3,0,,0,,0,,198.91,13.3,3.8,3.3
01-02-2025,00:00:00,BK100359,Cancelled by Driver,CUST2359,eBike,Location 26,Location 24,,,0,,1,More than permitted people in there,0,,,,,
20-02-2025,01:00:00,BK100360,Cancelled by Customer,CUST2360,Prime Sedan,Location 38,Location 10,,,1,Driver asked to cancel,0,,0,,,,,
23-02-2025,02:00:00,BK100361,Cancelled by Customer,CUST2361,eBike,Location 19,Location 13,,,1,AC is not working,0,,0,,,,,
15-02-2025,01:00:00,BK100362,Incomplete,CUST2362,Bike,Location 39,Location 24,,,0,,0,,1,Vehicle Breakdown,,,,
06-02-2025,17:00:00,BK100363,Successful,CUST2363,Prime Sedan,Location 1,Location 45,3.7,8,0,,0,,0,,219.74,15.5,3.7,4.7
10-02-2025,11:00:00,BK100364,Cancelled by Customer,CUST2364,eBike,Location 18,Location 29,,,1,Change of plans,0,,0,,,,,
19-02-2025,04:00:00,BK100365,Cancelled by Customer,CUST2365,Prime Plus,Location 40,Location 44,,,1,Driver asked to cancel,0,,0,,,,,
12-02-2025,15:00:00,BK100366,Successful,CUST2366,Prime Plus,Location 25,Location 3,6,10.8,0,,0,,0,,95.65,7.7,4.5,4.2
11-02-2025,21:00:00,BK100367,Cancelled by Driver,CUST2367,Auto,Location 28,Location 14,,,0,,1,More than permitted people in there,0,,,,,
21-02-2025,19:00:00,BK100368,Successful,CUST2368,Mini,Location 45,Location 48,3.3,10,0,,0,,0,,153.66,15,4.9,4.2
13-02-2025,22:00:00,BK100369,Successful,CUST2369,Prime Sedan,Location 2,Location 41,4.7,13.4,0,,0,,0,,294.38,21.6,3.3,3.2
25-02-2025,21:00:00,BK100370,Cancelled by Driver,CUST2370,Bike,Location 2,Location 10,,,0,,1,Customer related issue,0,,,,,
10-02-2025,11:00:00,BK100371,Cancelled by Driver,CUST2371,Mini,Location 39,Location 17,,,0,,1,More than permitted people in there,0,,,,,
